Region,Sub Region,City,City Index,State,Year,MMWR Week,Lookup Index,Deaths_Pneumonia_and_Influenza,Average LST_degC,Average_NDVI,TotalpopA,Malepop,pctmale,Femalepop,Medianage,TotalpopB,Age60andover,pct60andover,Age65andover,pct65andover,Age75andover,pct75andover,TotalpopC,Whitepop,pct_white,Blackpop,pct_black,AmericanIndian_AlaskaNativepop,Asianpop,NativeHawaiian_PacificIslanderpop,Otherpop
New England & Mid Atlantic,New England,Boston,6,MA,2010,23,2010_23,14,22.73,6856.74,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,24,2010_24,16,24.05,6965.52,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,25,2010_25,13,29.26,6947.39,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,26,2010_26,9,28.48,6838.62,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,27,2010_27,8,33.69,6838.62,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,28,2010_28,10,31.84,6847.93,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,29,2010_29,13,29.67,6849.48,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,30,2010_30,5,31.16,6825.09,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,31,2010_31,17,29.32,6806.79,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,32,2010_32,17,29.49,6776.51,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,33,2010_33,20,27.62,6700.83,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,34,2010_34,13,27.4,6700.83,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,35,2010_35,14,32.43,6786.19,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,36,2010_36,18,24.84,6786.19,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,37,2010_37,7,21.99,6735.53,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,38,2010_38,20,23.81,6715.27,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,39,2010_39,19,21.44,6673.52,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,40,2010_40,12,16.81,6617.85,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,41,2010_41,7,16.18,6556.98,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,42,2010_42,13,13.36,6191.77,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,43,2010_43,15,12.6,6191.77,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,44,2010_44,19,9.31,5235.71,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,45,2010_45,6,8.41,5076.37,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,46,2010_46,14,10.41,4870.13,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,47,2010_47,13,6.28,4715.46,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,48,2010_48,14,4.83,4662.79,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,49,2010_49,12,0.88,4531.1,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,50,2010_50,10,-0.9,4531.1,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,51,2010_51,9,-5.32,2034.13,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,52,2010_52,11,-1.89,1907.65,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2010,53,2010_53,0,,,621383,296201,0.476680244,325182,36.5,621383,91676,0.147535417,62998,0.101383527,30158,0.048533674,621383,336981,0.542308045,154711,0.248978488,1516,56760,133,41967
New England & Mid Atlantic,New England,Boston,6,MA,2011,1,2011_1,19,-1.58,1148.75,624969,296744,0.474813951,328225,37.1,624969,92071,0.147320907,64232,0.102776298,30446,0.048716016,624969,333558,0.533719272,161596,0.258566425,1594,56844,60,45563
New England & Mid Atlantic,New England,Boston,6,MA,2011,2,2011_2,5,-6.77,1148.75,624969,296744,0.474813951,328225,37.1,624969,92071,0.147320907,64232,0.102776298,30446,0.048716016,624969,333558,0.533719272,161596,0.258566425,1594,56844,60,45563
New England & Mid Atlantic,New England,Boston,6,MA,2011,3,2011_3,22,-6.59,981.67,624969,296744,0.474813951,328225,37.1,624969,92071,0.147320907,64232,0.102776298,30446,0.048716016,624969,333558,0.533719272,161596,0.258566425,1594,56844,60,45563
New England & Mid Atlantic,New England,Boston,6,MA,2011,4,2011_4,12,-8.29,953.83,624969,296744,0.474813951,328225,37.1,624969,92071,0.147320907,64232,0.102776298,30446,0.048716016,624969,333558,0.533719272,161596,0.258566425,1594,56844,60,45563
New England & Mid Atlantic,New England,Boston,6,MA,2011,5,2011_5,11,-7.78,882.37,624969,296744,0.474813951,328225,37.1,624969,92071,0.147320907,64232,0.102776298,30446,0.048716016,624969,333558,0.533719272,161596,0.258566425,1594,56844,60,45563
New England & Mid Atlantic,New England,Boston,6,MA,2011,6,2011_6,23,-3.5,828.77,624969,296744,0.474813951,328225,37.1,624969,92071,0.147320907,64232,0.102776298,30446,0.048716016,624969,333558,0.533719272,161596,0.258566425,1594,56844,60,45563
New England & Mid Atlantic,New England,Boston,6,MA,2011,7,2011_7,20,0.18,981.35,624969,296744,0.474813951,328225,37.1,624969,92071,0.147320907,64232,0.102776298,30446,0.048716016,624969,333558,0.533719272,161596,0.258566425,1594,56844,60,45563
New England & Mid Atlantic,New England,Boston,6,MA,2011,8,2011_8,14,-0.42,1362.79,624969,296744,0.474813951,328225,37.1,624969,92071,0.147320907,64232,0.102776298,30446,0.048716016,624969,333558,0.533719272,161596,0.258566425,1594,56844,60,45563
New England & Mid Atlantic,New England,Boston,6,MA,2011,9,2011_9,15,0.41,1362.79,624969,296744,0.474813951,328225,37.1,624969,92071,0.147320907,64232,0.102776298,30446,0.048716016,624969,333558,0.533719272,161596,0.258566425,1594,56844,60,45563
