Region,Sub Region,City,City Index,State,Year,MMWR Week,Lookup Index,Deaths_Pneumonia_and_Influenza,Average LST_degC,Average_NDVI,TotalpopA,Malepop,pctmale,Femalepop,Medianage,TotalpopB,Age60andover,pct60andover,Age65andover,pct65andover,Age75andover,pct75andover,TotalpopC,Whitepop,pct_white,Blackpop,pct_black,AmericanIndian_AlaskaNativepop,Asianpop,NativeHawaiian_PacificIslanderpop,Otherpop
New England & Mid Atlantic,New England,Providence,28,RI,2014,20,2014_20,2,24.36,5176.14,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,21,2014_21,5,22.91,5176.14,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,22,2014_22,2,22.89,5854.14,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,23,2014_23,3,28.71,5854.14,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,24,2014_24,1,,6076.9,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,25,2014_25,2,27.55,6166,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,26,2014_26,3,29.32,6118.55,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,27,2014_27,0,30.27,6055.29,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,28,2014_28,0,31.68,6100.47,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,29,2014_29,6,30.03,6371.57,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,30,2014_30,2,28.81,6371.57,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,31,2014_31,1,27.08,6242.88,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,32,2014_32,2,28.58,6221.43,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,33,2014_33,4,27.12,6234.57,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,34,2014_34,5,26.33,6244.43,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,35,2014_35,2,28.37,6229.86,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,36,2014_36,0,27.16,6193.43,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,37,2014_37,1,25.23,6193.43,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,38,2014_38,5,22.88,5975.57,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,39,2014_39,1,25.59,5975.57,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,40,2014_40,2,29.63,5848.84,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,41,2014_41,1,19.7,5798.14,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,42,2014_42,1,20.57,5586.24,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,43,2014_43,0,14.12,5303.71,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,44,2014_44,4,17.33,5215.53,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,45,2014_45,2,9.19,4686.43,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,46,2014_46,0,10.3,4686.43,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,47,2014_47,2,4.82,4331.2,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,48,2014_48,0,5.57,4272,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,49,2014_49,5,7.59,4121.39,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,50,2014_50,7,1.61,4008.43,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,51,2014_51,4,5.28,3946.31,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,52,2014_52,0,5.61,3791,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2014,53,2014_53,5,1.01,3657.04,179142,85645,0.478084425,93497,44.4,179142,23010,0.128445591,16432,0.091726117,8228,0.045930044,179142,89028,0.496968885,30684,0.171283116,2595,12505,385,36905
New England & Mid Atlantic,New England,Providence,28,RI,2015,1,2015_1,5,-5.44,3478.43,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,2,2015_2,6,-0.63,3340.14,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,3,2015_3,10,0.98,2510.43,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,4,2015_4,6,-5.41,2510.43,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,5,2015_5,4,-6.93,885.16,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,6,2015_6,6,-13.34,614.29,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,7,2015_7,8,-12.03,602.12,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,8,2015_8,3,-6.81,593,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,9,2015_9,0,-2.19,562.8,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,10,2015_10,5,3.45,487.29,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,11,2015_11,9,3.57,487.29,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,12,2015_12,6,7.27,2541.57,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,13,2015_13,2,12.84,2541.57,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,14,2015_14,5,12.98,3029.02,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,15,2015_15,7,20.47,3224,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,16,2015_16,5,19.93,3664.69,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,17,2015_17,6,19.35,4252.29,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,18,2015_18,4,29.47,4440.35,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,19,2015_19,2,27.74,5568.71,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,20,2015_20,3,25.27,5568.71,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,21,2015_21,2,29.18,5779.94,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,22,2015_22,1,23.44,5815.14,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,23,2015_23,4,26.94,5902.33,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,24,2015_24,2,21.61,5967.71,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,25,2015_25,3,28.49,6078.73,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,26,2015_26,6,28.53,6356.29,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,27,2015_27,2,27.58,6356.29,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,28,2015_28,3,27.32,6512.29,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,29,2015_29,1,31.48,6512.29,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,30,2015_30,0,33.11,6416.98,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,31,2015_31,1,28.97,6378.86,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,32,2015_32,2,26.39,6365.14,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,33,2015_33,4,31.99,6346.86,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,34,2015_34,2,29.77,6304.92,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,35,2015_35,4,29.53,6053.29,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
New England & Mid Atlantic,New England,Providence,28,RI,2015,36,2015_36,2,31.84,6053.29,179204,89090,0.497142921,90114,49,179204,24749,0.138105176,17209,0.096030223,6621,0.03694672,179204,92348,0.515323319,25498,0.14228477,1646,10922,211,39957
